SHIP'S NAME,AKA,SHIP'S OWNER,VESSEL TYPE,YEAR BUILT,WHERE BUILT,DATE LOST,YEAR,MNTH,DAY,LOCATION LOST,LATITUDE,LONGITUDE,LATITUDE_BACKUP,LONGITUDE_BACKUP,CAUSE OF LOSS,CONSTRUCTION,FLAG,LENGTH,BEAM,DRAFT,GROSS TONNAGE,NET TONNAGE,HOME (HAILING) PORT,DEPARTURE PORT,DESTINATION PORT,MASTER,# CREW,# PASS,LIVES LOST,SHIP VALUE,CARGO VALUE,NATURE OF CARGO,USLSS STATION NAME,MAP,LOST,PHOTO ON FILE,MISC INFORMATION,LAT,LON
South Shore (1928),,William H Mills,Sidewheel steam,1906.0,"Quincy, MA",1928-04-28,1928.0,4,28,Atlantic City S 3 mi,,,39.3642834,-74.4229266,Stranded in gale,Steel,US,200.0,32.5,11.5,874.0,516.0,"New York, NY","New York, NY","Baltimore, MD",Currier,30.0,,3.0,,,,,,,N,#203001,39.3642834,-74.4229266
Howard Wood,Northern #16,Eastern Transportation Co,Barge,1917.0,"Solomons, MD",1928-04-28,1928.0,4,28,Absecon Light,,,39.3662285,-74.4143073,Foundered,Wood,US,204.2,30.0,12.19,760.0,711.0,"Wilmington, DE",,,,3.0,,0.0,,,,,,,N,"#167113; AKA ""Northern #16""",39.3662285,-74.4143073
Jean,Nisseqogue,William C Reid,Schooner,1917.0,"Brunswick, GA",1928-01-21,1928.0,1,21,"Gas Buoy, NJ",,,40.0583238,-74.4056612,"Collision w/ ""City of Glasgow""",Wood,,194.5,39.5,14.7,971.0,859.0,"New York, NY",,,,9.0,,0.0,,,,,Y,Y,N,"#215057; Total loss; formerly ""Nisseqogue""",40.0583238,-74.4056612
Alan T Niven,,James Jackson,Motor vessel,1922.0,"Brooklyn, NY",1928-07-07,1928.0,7,7,"Warners, NJ",,,40.0583238,-74.4056612,Burned,,US,62.2,18.8,7.3,45.0,30.0,"Newark, NJ",,,,3.0,,1.0,,,,,,,N,#222518,40.0583238,-74.4056612
William B Diggs (1929),,Eastern Transportation Co,Barge,1913.0,"Bath, ME",1929-03-07,1929.0,3,7,"Schrewsbury, NJ",,,40.3295547,-74.0615285,Foundered,,,200.5,23.8,10.6,475.0,423.0,"Baltimore, MD",,,,3.0,,0.0,,,,,,,N,#165138,40.3295547,-74.0615285
Fort Victoria,,Bermuda & West Indies SS Co,Passenger liner,1922.0,,1928-12-18,1929.0,12,18,Ambrose Lightship E,40.47638,-73.88611,40.7052792,-74.0024686,"Collision w/ ""Algonquin""",Steel,England,411.7,56.7,34.1,7784.0,4532.0,,"New York, NY",Bermuda,,,400.0,0.0,,,General cargo,,A,Y,Y,Capsized & sank; Total loss,40.47638,-73.88611
Mary H Keeler,Liberty,,Schooner - Barge,1903.0,"Bath, ME",1929-01-19,1929.0,1,19,Absecon Light,39.37420,-74.34300,39.3662285,-74.4143073,Foundered,Wood,US,246.2,43.3,19.8,1587.0,,"New York, NY","Norfolk, VA","Lynn, MA",,4.0,,0.0,,,Coal,,A,,N,"#141868; Formerly ""Liberty""",39.3742,-74.343
Raymond T McNally,Emma; Mabel,James J McNally,Barge,1906.0,"Elkton, MD",1929-04-10,1929.0,4,10,"Highlands, NJ",,,40.40372,-73.991527,Foundered,Wood,US,186.4,23.8,11.0,457.0,457.0,"Philadelphia, PA","Fredericksburg, VA","Port Reading, NJ",F W Wilkie,3.0,0.0,0.0,10000.0,8000.0,Railroad Ties,,Y,Y,N,#162804; Total loss,40.40372,-73.991527
Governor Foss,,Thomas Benham,Motor vessel,1911.0,"Essex, MA",1929-04-02,1929.0,4,2,"Cape May Harbor, NJ",,,38.95045544,-74.89164487,Stranded,Wood,US,105.9,24.6,10.8,130.0,107.0,"Gloucester, MA",,,,15.0,,0.0,,,,,Y,Y,N,#208640; Total Loss,38.95045544,-74.89164487
Higco,,Langsford & Pine,Motor vessel,1910.0,"Gloucester, MA",1929-05-01,1929.0,5,1,Hereford Inlet bar,,,39.01094,-74.7834445,Stranded,,,48.6,14.0,6.6,23.0,,"Gloucester, MA",,Cod fishing,,7.0,,0.0,,,,,Y,Y,N,#208235; Total loss,39.01094,-74.7834445
Azua,,J E McLean,Schooner,1918.0,"Staten Island, NY",1930-05-14,1930.0,5,14,Barnegat SE 47 mi,,,39.7649223,-74.2693297,"Collision w/ ""City of Atlanta""",Wood,US,171.2,34.8,14.7,664.0,613.0,"New York, NY","New York, NY",Bermuda,J E McLean,7.0,,3.0,,,Coal,,,,N,#217247,39.7649223,-74.2693297
Aurora (1930),,,Motor vessel gas,1867.0,"Stonington, CT",1930-08-21,1930.0,8,21,"Long Branch, NJ",,,40.3042778,-73.9923596,Stranded,,,44.6,14.6,4.4,14.0,9.0,,,,,,,,,,,,Y,Y,N,#76142; Total loss,40.3042778,-73.9923596
Carroll,,T J Hooper,Schooner - Barge,1920.0,"Baltimore, MD",1930-02-15,1930.0,2,16,Cape May,,,38.9351125,-74.9060053,Foundered,Wood,,228.0,38.0,19.1,1281.0,1210.0,,"Baltimore, MD",,,4.0,,4.0,,,,,,,Y,#219485,38.9351125,-74.9060053
Pocono,,Diamond P Trans Co.,Schooner,1905.0,"Newburgh, NY",1930-09-15,1930.0,9,15,"Atlantic Highlands, NJ",40.39164,-73.94075,40.4078864,-74.034306,Struck submerged object,Steel,,156.0,34.5,16.0,698.0,,"Philadelphia, PA","Maurice River, NJ","Bridgeport, CT",Jacob Williams,3.0,,0.0,30000.0,1350.0,900 tons sand,#4,A,Y,N,#202355; Total loss,40.39164,-73.94075
Stiletto,,William H Jordan,Motor vessel diesel,1910.0,"Gloucester, MA",1930-04-03,1930.0,4,3,Forked River LSS,39.80402,-74.09066,39.8398413,-74.1901399,Stranded in fog,,,105.7,24.8,11.7,136.0,91.0,"Gloucester, MA",,Fishing service,Howard Tobey,14.0,,0.0,,,Fish,"Forked River, NJ",A,Y,Y,#207460; Total loss,39.80402,-74.09066
Kathleen,,Standard Dredging,Motor vessel,,,1931-02-21,1931.0,2,21,Sea Isle City,,,39.1534477,-74.6929387,Stranded,,,39.5,12.6,4.5,13.0,,"New York, NY",,,,,,,,,,,,,N,#227221,39.1534477,-74.6929387
John Manning (1931),,W Oligvie,Schooner 3 masted,1921.0,"Elmshorn, Germany",1931-03-04,1931.0,3,4,Ambrose Lightship SE,,,40.7052792,-74.0024686,Foundered,Steel,England,151.4,27.2,11.3,414.0,,"Parrsboro, NS",,,,,,0.0,,,Liquor,,Y,Y,N,#154745; Rum Runner; Sunk,40.7052792,-74.0024686
Cecila M Dunlap,,Bouchard Trans Co,Barge,1876.0,,1931-09-12,1931.0,9,12,Highlands Lights E 3.25 mi,40.40000,-73.91666,42.6380014,-83.6175677,Sank,Iron,US,198.7,32.2,19.5,,835.0,,,,,4.0,,0.0,,,,,A,Y,N,,40.4,-73.91666
Sam and Priscilla,,Michael Sinagra,Schooner diesel,1912.0,"East Boothbay, ME",1931-04-28,1931.0,4,28,Brigantine Shoal,39.41074,-74.34154,39.387617,-74.3345893,Stranded,,,53.4,14.0,7.0,28.0,19.0,"Boston, MA",,,,6.0,,,15000.0,,Cod fish,,A,Y,N,#209791; Sank,39.41074,-74.34154
Hilda Marie,,Brex Trawling Corp,Motor vessel,1917.0,"Charleston, SC",1932-08-23,1932.0,8,23,Five Fathoms Bank lightship,,,-,-,Burned,Wood,,104.3,14.9,8.6,78.0,,"Philadelphia, PA",,Fishing Grounds,Edward Brex,5.0,,0.0,30000.0,3500.0,Fish,,Y,Y,N,#228191; Total loss,,
Rival III,,William H Judson,M/V Auxilary,1928.0,,1932-05-27,1932.0,5,27,Barnegat Shoal,,,39.7705251,-74.26185,Stranded,Wood,US,44.4,12.8,6.5,16.0,9.0,,,,,,,,10000.0,0.0,,,N,N,N,Refloated,39.7705251,-74.26185
Albatross,,Olav J Berg,Motor vessel diesel,1925.0,"Ranen, Norway",1932-09-02,1932.0,9,2,Ambrose Light,,,-,-,Burned,Wood,,45.3,16.2,8.1,20.0,13.0,,,,,5.0,,0.0,,,,,Y,Y,N,#227962; Total loss,,
Bluebird,,Virginia Lumber Co,Schooner,1918.0,"Seattle, WA",1932-03-06,1932.0,3,6,Perth Amboy,,,40.5067723,-74.2654234,Foundered,,,230.5,44.5,15.8,1618.0,1494.0,"Savannah, GA",,,R Quick,,,,,,,,,,N,,40.5067723,-74.2654234
Larnie B Shaw (1932),,Larnie B Shaw,Tug,1899.0,"Wilmington, DE",1932-02-15,1932.0,2,15,Cape May Jetty,,,38.9351125,-74.9060053,Foundered in gale,Steel,US,82.1,16.8,6.2,79.0,54.0,"Philadelphia, PA","Philadelphia, PA","New York, NY",John B Jones,7.0,,7.0,22000.0,,,,,,N,#204298,38.9351125,-74.9060053
Spring,,Reading Rail Co,Schooner - Barge,1904.0,"Noank, CT",1932-04-06,1932.0,4,6,Cape May,,,38.9351125,-74.9060053,Foundered,Wood,US,256.0,43.0,20.0,1780.0,1672.0,"Philadelphia, PA","Philadelphia, PA","Searsport, ME",,7.0,,4.0,,,Coal,,Y,Y,Y,#201167; Total loss,38.9351125,-74.9060053
Pauline M,,Joseph Connelly Jr,Yacht motor,1922.0,"New York, NY",1932-07-01,1932.0,7,1,Barnegat Lightship,,,-,-,Burned,,,55.0,10.0,5.3,20.0,,"New York, NY",,,,,,,,,,,,,N,#222564,,
John and Mary,,Gustave A Gustafsson,Fishing boat,1926.0,"Friendship, ME",1932-07-09,1932.0,7,9,Cape May,,,38.9351125,-74.9060053,Foundered,,,67.1,17.4,8.4,49.0,14.0,"New York, NY",,Fishing service,,6.0,,0.0,,,,,Y,Y,N,#225636; Total loss,38.9351125,-74.9060053
Herbert Parker,,Jose P Mesquita,Motor vessel,1919.0,"Essex, MA",1932-05-16,1932.0,5,16,Ship Bottom E 57 mi,39.63333,-73.05000,39.642897,-74.1804159,Burned,Wood,,105.3,25.2,11.4,137.0,93.0,"Gloucester, MA",,,,14.0,,0.0,,,,,A,Y,N,#218819; Sank,39.63333,-73.05
Wayne (1932),,Diamond P Trans Co.,Schooner - Barge,1918.0,"Pokomoke City, MD",1932-08-17,1932.0,8,17,Townsends Inlet E 4 mi,39.08333,-74.62500,39.1265265,-74.7114399,Struck obstruction,Wood,US,184.6,23.9,11.2,436.0,421.0,"Philadelphia, PA","New York, NY","Philadelphia, PA",Paul Maines,3.0,,0.0,18000.0,5000.0,Scrap iron,,A,,N,#215945,39.08333,-74.625
Mary T Quinby,Estelle Krieger,Washburn Bros,Schooner,1899.0,"Thomaston, ME",,1932.0,,,"Port Johnson, NJ",,,40.6523255,-74.1162535,Burned; Abandoned,,,184.8,40.3,18.8,1172.0,1047.0,"Thomaston, ME",,,E W Arey,,,,,,,,N,N,N,"Renamed ""Estelle Krieger"" in 1910",40.6523255,-74.1162535
Fall River (1932),,F P Martini,Barge,1911.0,"Bath, ME",1932-11-01,1932.0,11,1,Brigantine Gas Buoy,39.32638,-74.22000,39.4101171,-74.3645906,Foundered,,US,262.4,44.1,19.5,1759.0,1545.0,"Philadelphia, PA",,,,4.0,,0.0,,,,,A,,N,#209403,39.32638,-74.22
Ohioan,,Maryland Steel Co,Steamship,1914.0,"Sparrow Point, MD",1933-11-23,1933.0,11,23,Ambrose Channel Sandy Hook,,,41.4218208,-73.2833176,"Collision w/ ""SS Liberty""",,,407.7,53.7,28.1,6525.0,,"New York, NY",,,,,,,,,,,Y,Y,N,#212314; Crew rescued,41.4218208,-73.2833176
Northern #29,,Joseph P Martin,Barge,1918.0,"South Jacksonville, FL",1933-12-10,1933.0,12,10,Beach Haven E 8 mi,39.53166,-74.06166,39.5592848,-74.2431962,Foundered,Wood,,215.5,40.5,16.3,1267.0,,"Philadelphia, PA","Hampton Roads, VA","Montville, NJ",,4.0,,0.0,,,Coal,,A,Y,N,#216265; Total loss,39.53166,-74.06166
Rose (1933),,Diamond P Trans Co.,Schooner - Barge,1917.0,"Pocomoke Ciry, MD",1933-11-11,1933.0,11,11,Ludlams Beach Gas Buoy,,,-,-,Foundered,Wood,US,184.6,23.9,11.2,443.0,421.0,"Philadelphia, PA",,,,3.0,,1.0,,,,,,,N,#215706,,
S G Wilder,,Brooks - Stanton Corp,Barge,1887.0,"Port Blakely, WA",1933-07-03,1933.0,7,3,Ambrose Lightship S 10 mi,,,40.7052792,-74.0024686,Foundered,Wood,US,166.8,37.3,14.0,604.0,557.0,"Jacksonville, FL","Jacksonville, FL","New York, NY",,9.0,,,,,Lumber,,,,N,#116145,40.7052792,-74.0024686
Rob Roy (1933),Annapolis; Pittston,Diamond P Trans Co.,Barge,1906.0,"Sharpton, MD",1933-10-04,1933.0,10,4,Barnegat,,,39.7649223,-74.2693297,Foundered,Wood,US,180.0,30.0,14.0,460.0,440.0,"Philadelphia, PA","New York, NY","Deepwater Point, NJ",,3.0,,0.0,,,Salt,,,,N,#203157,39.7649223,-74.2693297
Anna and Ella (1933),,,Motor vessel,1910.0,"Greenwich, NJ",1933-03-07,1933.0,3,7,Loveladies,,,39.7237311,-74.1337476,Grounded,,,55.9,17.7,6.3,34.0,27.0,"New York, NY",,Fishing service,Jack Rasmussen,,,,10000.0,,Scallops,,N,N,N,#207259; Refloated,39.7237311,-74.1337476
Ramos,,T J Hooper,Schooner - Barge,1919.0,"Morgan City, LA",1933-06-27,1933.0,6,27,"Spermaceti Cove, NJ",40.42416,-73.90166,40.4225619,-73.9874105,Foundered in collision,Wood,US,227.2,37.5,18.7,1208.0,1145.0,"Baltimore, MD",,,,4.0,,0.0,,,,,A,,N,#218601,40.42416,-73.90166
Anastasia,,Southern Transportation Co,Barge,1919.0,"Jacksonville, FL",1933-02-15,1933.0,2,15,Seaside Heights E 9 mi,39.95000,-73.88333,39.944285,-74.0729139,Foundered,Wood,,228.1,37.0,19.3,1313.0,,"Philadelphia, PA","Norfolk, VA","New York, NY",R J Rowlands,4.0,,4.0,40000.0,,,,A,Y,N,#219004; Hydro Office #213,39.95,-73.88333
Jeanette,,George F Leupold,Motor vessel,1908.0,"Elkton, MD",1933-08-21,1933.0,8,21,"Stone Harbor, NJ",,,39.0464066,-74.7643608,Stranded,,,33.6,13.4,3.9,13.0,9.0,"Philadelphia, PA",,,,2.0,,0.0,,,,,Y,Y,N,#205483; Total loss,39.0464066,-74.7643608
Neshaminy,U S Navy Hull #4758,A W Suessmuth,Fishing boat gas,1917.0,"Portsmouth, NH",1934-09-08,1934.0,9,8,Brigantine Beach E 2.5 mi,,,39.4101171,-74.3645906,Capsized in storm,Wood,US,33.4,8.5,4.5,7.69,5.0,"Philadelphia, PA","Beach Haven, NJ",Fishing trip,Robert McCleary,1.0,7.0,3.0,550.0,,,Brigantine,Y,Y,N,"#232127; Same storm as ""Morro Castle""",39.4101171,-74.3645906
Morro Castle,,Ward Line,Passenger liner,1930.0,"Newport News, VA",1934-09-08,1934.0,9,8,Asbury Park,,,40.2203907,-74.0120817,Burned and grounded,Steel,US,508.0,70.0,39.0,11520.0,,"New York, NY","Havana, Cuba","New York, NY",Robert R Willmott,231.0,548.0,134.0,5500000.0,,Passengers and mail,,N,N,Y,#230069; Refloated & Scrapped,40.2203907,-74.0120817
Barracuda,,Mary E Keniriah,Fishing boat,1919.0,"Boston, MA",1935-10-28,1935.0,10,28,Barnegat,,,39.7649223,-74.2693297,"Collision w/ ""Pennsylvania""",,,37.2,9.2,4.3,10.0,7.0,"Philadelphia, PA","Manasquan, NJ",Fishing service,,3.0,,0.0,,,,,Y,Y,N,Total loss,39.7649223,-74.2693297
Seth H Linthicum,Barge #15,Eastern Transportation Co,Barge,1921.0,"Solomons, MD",1935-06-19,1935.0,6,19,Barnegat Light SE 4 mi,,,39.7576202,-74.1062466,Stranded,,,205.2,38.2,14.0,1026.0,994.0,,,,,3.0,,0.0,,,,,Y,Y,N,#168092; Total loss,39.7576202,-74.1062466
London Corporation,Benlomond,Furness Withy Line,Steam Freighter,1922.0,"Hartlepool, England",,1935.0,2,8,Philadelphia Harbor,39.95177,-75.13696,39.9525839,-75.1652215,"Collision w/ ""Cape May""",Steel,UK,426.0,55.1,36.3,6630.0,,"Manchester, England","London, England","Philadelphia, PA",J. Westgarth,,,0.0,,,General,,Y,N,N,#145913; No damage,39.95177,-75.13696
Octoraro,,Reading Rail Co,Schooner - Barge,1919.0,"Baltimore, MD",1935-01-25,1935.0,1,25,Delaware Bay,,,39.1201705,-75.2479061,Foundered,,,179.2,34.7,15.6,807.0,734.0,"Philadelphia, PA",,,,6.0,,,,,,,,,N,#217556,39.1201705,-75.2479061
Fosstena,,Henry Halvorsen,Motor vessel,1901.0,"Fall River, MA",1935-01-15,1935.0,1,15,Sandy Hook,,,41.4218208,-73.2833176,Foundered,Wood,,40.2,13.2,5.0,15.0,10.0,"New York, NY",,Fishing service,,4.0,,0.0,,,,,,,N,#121265,41.4218208,-73.2833176
W H Reed,,William James,Motor vessel,1905.0,"Portland, ME",1935-04-04,1935.0,4,4,Sandy Hook,,,41.4218208,-73.2833176,Foundered,,,45.0,15.2,6.2,18.0,12.0,"Perth Amboy, NJ",,,,4.0,,4.0,,,,,,,N,#202117,41.4218208,-73.2833176
Mohawk (1935),,Clyde SS Co,Passenger liner,1926.0,"Newport News, VA",1935-01-24,1935.0,1,24,"Sea Girt, NJ",40.02444,-73.90444,40.1320592,-74.0345813,"Collision w/ ""Talisman""",Steel,US,387.5,54.3,31.6,5896.0,3574.0,"New York, NY","New York, NY","Havana, Cuba",Joseph E Wood,110.0,55.0,46.0,2000000.0,,Tin Ingots,,A,Y,Y,#225247; Demolished & Dragged,40.02444,-73.90444
Marion (1938),,H P Dilkes,Barge,1899.0,"Noank, CT",1935-10-29,1935.0,10,29,Manasquan E 4 mi,40.10113,-73.98475,40.1211544,-74.0473991,Foundered,Wood,,193.6,35.0,17.6,954.0,865.0,"Philadelphia, PA","Philadelphia, PA","Gloucester, MA",,3.0,,0.0,,,Coal,,A,,N,#93948,40.10113,-73.98475
Santa Barbara,,Grace SS Co,Passenger liner,1928.0,"Haverton Hill on Tees, England",1935-09-17,1935.0,9,17,Ambrose Light,,,-,-,Collision w/ Ambrose Lightship,,,466.0,64.0,25.4,8156.0,3949.0,,,,,,,,,,Unknown,,,,N,#227968,,
Margaret Throop,Bessie N Dustin,Dunn & Elliot,,1918.0,"Thomaston, ME",1936-02-01,1936.0,2,1,"Port Jefferson, NY",,,40.9464875,-73.0692732,Abandoned,,,219.6,41.6,19.6,1364.0,1125.0,"Rockland, ME",,,H L Heyligher,,,,,,,,N,N,N,"Renamed ""Bessie N Dustin""",40.9464875,-73.0692732
Anna and Ella (1936),,,Motor vessel,1910.0,"Greenwich, NJ",1936-01-23,1936.0,1,23,Barnegat Light,,,39.7576202,-74.1062466,"Collision w/ ""Edward Luckenbach""",,,55.9,17.7,6.3,34.0,27.0,"New York, NY",,Fishing service,Jack Rasmussen,6.0,,6.0,10000.0,,,,Y,Y,N,#207259; Total loss,39.7576202,-74.1062466
Pocopson,,Reading Rail Co,Schooner - Barge,1906.0,"Noank, CT",1936-10-15,1936.0,10,15,Shark River Inlet NE 1.5 mi,40.20110,-73.90385,40.186885,-74.0039382,Foundered,Wood,US,177.0,35.0,14.2,721.0,623.0,"Philadelphia, PA","Philadelphia, PA","Hallowell, ME",W J Campbell,4.0,,,5000.0,8000.0,Coal,,A,,N,#202810,40.2011,-73.90385
M J R II,,,Motor vessel,1903.0,"South Boston, MA",1936-05-03,1936.0,5,3,Ambrose Light SW 1.5 mi,,,-,-,"Collision w/ ""Angelina""",,,50.0,17.4,8.5,41.0,28.0,"New York, NY",,,,48.0,,5.0,,,,,Y,Y,N,#121275; Total loss,,
Patricia,,George T Travis,Yacht motor,1921.0,"Stamford, CT",1936-08-02,1936.0,8,2,Green River E 6 mi,,,-,-,Burned,Wood,,60.5,12.0,3.6,27.0,,"Wilmington, DE",,,,,,,,,,,,,N,#221609; No one aboard,,
Thelma,,Martin L Walsh,Fishing vessel,1913.0,"Essex, MA",1936-04-10,1936.0,4,10,Barnegat N 20 mi,,,39.7649223,-74.2693297,"Collision w/ ""Elfi""",,,70.8,17.3,8.3,52.0,28.0,"Gloucester, MA","New York, NY",Fishing service,Marcalo Vacos,9.0,,0.0,,,,,Y,Y,N,"#211181; Sank; Crew rescued by ""Elfi""",39.7649223,-74.2693297
Henlopen,,South Transportation Co,Barge,1917.0,"Wilmington, DE",1936-08-29,1936.0,8,29,Margate City SE 9.2 mi,39.21666,-74.36666,39.327894,-74.5034858,Foundered in strong wind,Wood,US,205.6,32.0,12.6,765.0,740.0,"Philadelphia, PA","New York, NY","Chester, PA",Louis Robinson,2.0,0.0,0.0,17500.0,,1212 tons pig iron,,A,,N,#166732,39.21666,-74.36666
Seneca (1937),,William Birchall,Motor vessel,1901.0,"Newport News, VA",1937-10-16,1937.0,10,26,Cape May East Stone Jetty,,,38.9351125,-74.9060053,Foundered,,,35.0,12.0,5.3,14.0,10.0,"Philadelphia, PA",,,,4.0,,0.0,,,,,Y,Y,N,#117058; Total loss,38.9351125,-74.9060053
Manchonoch II,,"Charles G Wilkinson, Jr",Motor vessel,1928.0,"Bremen, Germany",1937-07-04,1937.0,7,4,Asbury Park,,,40.2203907,-74.0120817,Burned,,,50.6,11.2,5.5,19.0,13.0,"New York, NY",,,,20.0,,0.0,,,,,,,N,#227768,40.2203907,-74.0120817
Charles F Prichard,C F Pritchard,Westmoreland Coal Co,Barge,1904.0,"Bath, ME",1937-10-23,1937.0,10,23,Atlantic City SE 11.5 mi,39.24184,-74.25765,39.3642834,-74.4229266,Foundered while in tow,Wood,US,190.0,35.3,16.1,861.0,753.0,"Wilmington, DE","Norfolk, VA","Boston, MA",,3.0,,0.0,,,Coal,,A,Y,N,#201265; Total loss,39.24184,-74.25765
Hygrade # 6,,,Tanker barge,1928.0,,1937-09-05,1937.0,9,5,"Arlington, NJ",,,40.7774222,-74.138011,Stranded,Steel,US,175.0,36.1,12.1,706.0,,,,,,3.0,,0.0,,,"30,129 gal tar",Ship Bottom CG Sta,Y,Y,N,#170192; Some cargo saved; ship lost,40.7774222,-74.138011
Peer Gynt,,Isobel Dobbin Naame,Yacht motor,1917.0,"Christiania, Denmark",1937-09-20,1937.0,9,20,Cold Spring Harbor E .5 mi,,,40.8714873,-73.456788,Burned,,,62.4,114.0,5.4,25.0,,"Philadelphia, PA",,,,7.0,,0.0,,,,,Y,Y,N,#224941; Total loss,40.8714873,-73.456788
Sagamore,,Cynthia Corp,Tug,1898.0,"Bath, ME",1937-01-15,1937.0,1,15,Brigantine Shoal E 3 mi,39.39330,-74.20000,39.4101171,-74.3645906,Foundered,Wood,,85.1,20.2,8.6,115.0,87.0,"Elizabeth City, NC",,,,2.0,,0.0,,,,,A,,N,#116821,39.3933,-74.2
Great Lakes No 78,,Great Lakes Dredge & Dock Co,Scow,1914.0,"Albany, NY",1937-09-11,1937.0,9,11,Scotland Lightship SE 4 mi,40.42666,-73.85166,56.4906712,-4.2026458,Foundered,Wood,US,156.0,40.8,13.5,681.0,,"Duluth, MN",,,,1.0,,0.0,,,,,A,Y,N,#165735; Total loss,40.42666,-73.85166
Georgiana (1938),,,Motor vessel gas,1905.0,"Salem, MA",1938-05-14,1938.0,5,14,Corsons Inlet,,,39.2158381,-74.6438383,Foundered,,,42.1,14.2,6.5,17.0,10.0,"New York, NY",,Fishing service,,1.0,,0.0,,,,,Y,Y,N,#201967; Total loss,39.2158381,-74.6438383
Caravel,,,Yacht motor,1901.0,"Monument Beach, MA",1938-10-19,1938.0,10,19,Hereford Inlet,,,39.01094,-74.7834445,Stranded,,,46.4,14.1,6.6,22.0,20.0,"Bridgeport, CT",,,,4.0,,0.0,,,,,,,N,#86570,39.01094,-74.7834445
Dixie (1939),,Geraid W Ford,Yacht motor,1908.0,"City Island, NY",1939-08-17,1939.0,8,17,"Ocean City, NJ SE 5 mi",,,39.2776156,-74.5746001,Foundered,Steel,,94.5,14.1,8.0,73.0,50.0,"New York, NY",,,,2.0,,0.0,,,,,,,N,#205684,39.2776156,-74.5746001
Lillian,,A H Bull SS Co,Freighter steam,1920.0,"Wilmington, DE",1939-02-27,1939.0,2,27,Barnegat Lightship E 18 mi,40.02500,-73.52777,-,-,"Collision w/ ""Wiegand""",Steel,US,327.1,46.0,25.5,3482.0,2112.0,"New York, NY",Puerto Rico,"New York, NY",Frank C Boyer,34.0,,0.0,,,Sugar,,A,Y,Y,#219716; Total loss,40.025,-73.52777
Sandy Hook (1939),,United NY Sandy Hook Pilots Assoc,Pilot boat,1902.0,"Elizabeth, NJ",1939-04-27,1939.0,4,27,Sandy Hook E 8.25 mi,40.45916,-73.82555,44.3148443,-85.6023643,"Collision w/ ""Oslofjord""",Steel,US,168.6,34.0,23.0,361.0,213.0,"New York, NY","New York, NY",Pilot service,William Baeszler,30.0,,0.0,,,,,A,Y,Y,#107803; Hydro #194,40.45916,-73.82555
Tampico (1940),,Distribudera de Petrodeos Mexiacanos,Steamship,1930.0,,1940-12-30,1940.0,12,30,New York S 100 mi,38-16-00 N,74-15-00 W,40.7127753,-74.0059728,Disabled; engine trouble,Steel,Mexico,396.0,55.1,37.3,6081.0,3578.0,,,,,,,,,,In ballast,,N,N,N,,,
Croatan,,Eastern Transportation Co,Barge,1901.0,"New Bern, NC",1940-10-08,1940.0,10,8,"Ship Bottom, NJ",39.63845,-74.17976,39.642897,-74.1804159,Foundered,,,175.0,23.7,15.0,416.0,416.0,"Wilmington, DE",,Freight service,,1.0,,0.0,,,,,A,Y,N,#16777; Total loss,39.63845,-74.17976
Doris M Hawes,,Cecil Moulton,Fishing boat,1927.0,"Essex, MA",1940-02-16,1940.0,2,16,Five Fathom Bank Lightship ESE 55 mi,,,-32.1944444,115.6113889,Foundered,,,72.8,18.3,8.7,61.0,44.0,"Gloucester, MA",,Fishing service,,9.0,,0.0,,,,,Y,Y,N,#226341; Total loss,-32.1944444,115.6113889
Braganzo,,A/S Braganzo,Motor vessel,1924.0,,1940-01-16,1940.0,1,16,Ambrose Lightship E 90 mi,38-54-00 N,71-34-00 W,40.7052792,-74.0024686,Disabled,Steel,Norway,420.0,58.0,28.1,6327.0,3935.0,,,,,,,,,,Ore,,N,N,N,"Towed to NY by ""Relief""",,
Ruth Lucille,,Frank Rose,Motor vessel,1929.0,"Essex, MA",1941-11-13,1941.0,11,13,Scotland Lightship S 2 mi,,,56.4906712,-4.2026458,"Collision w/ ""Charles O'Conner""",,,90.5,21.6,10.2,93.0,,"Gloucester, MA",,Fishing service,Frank Rose,8.0,,0.0,,,,,Y,Y,N,#228941; Total loss,56.4906712,-4.2026458
Reliance (1941),,Stanley Peterson,Motor vessel,1912.0,"Camden, NJ",1941-08-24,1941.0,8,24,"Monmouth Beach, Long Branch",,,40.3303883,-73.9815262,Stranded,,US,46.2,12.0,4.5,14.0,9.0,"New York, NY",,,,3.0,,0.0,,,,,Y,Y,N,#210778; Total loss,40.3303883,-73.9815262
Blondie,,John Allen,Motor vessel,1936.0,"Keyport, NJ",1941-05-11,1941.0,5,11,Point Pleasant E 8.5 mi,,,44.3148443,-85.6023643,Burned,,,29.6,10.0,4.3,8.0,6.0,"Newark, NJ",,,,11.0,,0.0,,,,,Y,Y,N,#236080; Total loss,44.3148443,-85.6023643
Flaneuse,,Kelly Carracino,Motor vessel,1911.0,"Le Havre, France",1941-08-10,1941.0,8,10,Sandy Hook,,,41.4218208,-73.2833176,Foundered,,,42.5,8.6,4.0,12.0,8.0,"New York, NY",,,,16.0,,0.0,,,,,Y,Y,N,#230860 Total loss,41.4218208,-73.2833176
